Year,AvgTEMP_C,,,,,,,,,,
1996,27.26,,,,,,,,,,
1996,28.14,,,,,,,,,,
1996,28.28,,,,,,,,,,
1996,25.99,,,,,,,,,,
1996,24.72,,,,,,,,,,
1996,24.05,,,,,,,,,,
1996,21.62,,,,,,,,,,
1996,20.55,,,,,,,,,,
1996,21.22,,,,,,,,,,
1996,21.97,,,,,,,,,,
1996,21.52,,,,,,,,,,
1996,21.21,,,,,,,,,,
1996,20.6,,,,,,,,,,
1996,20.19,,,,,,,,,,
1996,20.26,,,,,,,,,,
1996,19.69,,,,,,,,,,
1996,19.03,,,,,,,,,,
1996,18.3,,,,,,,,,,
1996,18.88,,,,,,,,,,
1996,19.39,,,,,,,,,,
1996,19.4,,,,,,,,,,
1996,19.28,,,,,,,,,,
1996,19.48,,,,,,,,,,
1996,20.03,,,,,,,,,,
1996,20.79,,,,,,,,,,
1996,21.42,,,,,,,,,,
1996,22.18,,,,,,,,,,
1996,22.32,,,,,,,,,,
1996,22.16,,,,,,,,,,
1996,22,,,,,,,,,,
1996,19.89,,,,,,,,,,
1996,19.02,,,,,,,,,,
1996,18.66,,,,,,,,,,
1996,18.09,,,,,,,,,,
1996,17.73,,,,,,,,,,
1996,17.16,,,,,,,,,,
1996,16.56,,,,,,,,,,
1996,16.61,,,,,,,,,,
1996,16.44,,,,,,,,,,
1996,16,,,,,,,,,,
1996,15.87,,,,,,,,,,
1996,16.19,,,,,,,,,,
1996,17.15,,,,,,,,,,
1996,18.64,,,,,,,,,,
1996,20.95,,,,,,,,,,
1996,22.49,,,,,,,,,,
1996,24.08,,,,,,,,,,
1996,25.08,,,,,,,,,,
1996,25.16,,,,,,,,,,
1996,26.12,,,,,,,,,,
1996,26.08,,,,,,,,,,
1996,26.31,,,,,,,,,,
1996,25.02,,,,,,,,,,
1996,22.55,,,,,,,,,,
1996,19.45,,,,,,,,,,
1996,17.94,,,,,,,,,,
1996,17.2,,,,,,,,,,
1996,16.82,,,,,,,,,,
1996,16.36,,,,,,,,,,
1996,15.61,,,,,,,,,,
1996,14.87,,,,,,,,,,
1996,14.56,,,,,,,,,,
1996,13.95,,,,,,,,,,
1996,13.4,,,,,,,,,,
1996,12.89,,,,,,,,,,
1996,12.77,,,,,,,,,,
1996,13.3,,,,,,,,,,
1996,15.04,,,,,,,,,,
1996,18.74,,,,,,,,,,
1996,20.97,,,,,,,,,,
1996,22.07,,,,,,,,,,
1996,23.28,,,,,,,,,,
1996,24.37,,,,,,,,,,
1996,25.29,,,,,,,,,,
1996,25.75,,,,,,,,,,
1996,26.05,,,,,,,,,,
1996,24.39,,,,,,,,,,
1996,21.58,,,,,,,,,,
1996,19.5,,,,,,,,,,
1996,17.89,,,,,,,,,,
1996,16.97,,,,,,,,,,
1996,16.18,,,,,,,,,,
1996,15.77,,,,,,,,,,
1996,15.01,,,,,,,,,,
1996,14.42,,,,,,,,,,
1996,14.09,,,,,,,,,,
1996,13.99,,,,,,,,,,
1996,13.49,,,,,,,,,,
1996,12.95,,,,,,,,,,
1996,12.14,,,,,,,,,,
1996,12.26,,,,,,,,,,
1996,13.93,,,,,,,,,,
1996,16.96,,,,,,,,,,
1996,20.27,,,,,,,,,,
1996,22.36,,,,,,,,,,
1996,24.03,,,,,,,,,,
1996,25.11,,,,,,,,,,
1996,25.99,,,,,,,,,,
1996,26.41,,,,,,,,,,
1996,26.86,,,,,,,,,,
1996,23.88,,,,,,,,,,
1996,20.89,,,,,,,,,,
1996,19.03,,,,,,,,,,
1996,18.11,,,,,,,,,,
1996,17.3,,,,,,,,,,
1996,16.44,,,,,,,,,,
1996,15.5,,,,,,,,,,
1996,14.69,,,,,,,,,,
1996,14.27,,,,,,,,,,
1996,14.31,,,,,,,,,,
1996,13.72,,,,,,,,,,
1996,13.32,,,,,,,,,,
1996,13.04,,,,,,,,,,
1996,12.12,,,,,,,,,,
1996,12.52,,,,,,,,,,
1996,14.33,,,,,,,,,,
1996,16.24,,,,,,,,,,
1996,18.54,,,,,,,,,,
1996,20.75,,,,,,,,,,
1996,22.12,,,,,,,,,,
1996,23.28,,,,,,,,,,
1996,24.17,,,,,,,,,,
1996,24.77,,,,,,,,,,
1996,24.39,,,,,,,,,,
1996,23.17,,,,,,,,,,
1996,21.55,,,,,,,,,,
1996,19.91,,,,,,,,,,
1996,18.23,,,,,,,,,,
1996,17.59,,,,,,,,,,
1996,17.35,,,,,,,,,,
1996,17.17,,,,,,,,,,
1996,16.86,,,,,,,,,,
1996,16.73,,,,,,,,,,
1996,16.73,,,,,,,,,,
1996,16.65,,,,,,,,,,
1996,16.41,,,,,,,,,,
1996,16.15,,,,,,,,,,
1996,15.84,,,,,,,,,,
1996,16.11,,,,,,,,,,
1996,17.54,,,,,,,,,,
1996,20.73,,,,,,,,,,
1996,23.24,,,,,,,,,,
1996,25.08,,,,,,,,,,
1996,26.37,,,,,,,,,,
1996,27.84,,,,,,,,,,
1996,28.85,,,,,,,,,,
1996,29.39,,,,,,,,,,
1996,29.01,,,,,,,,,,
1996,26.19,,,,,,,,,,
1996,23.13,,,,,,,,,,
1996,21.49,,,,,,,,,,
1996,20.15,,,,,,,,,,
1996,19.25,,,,,,,,,,
1996,18.53,,,,,,,,,,
1996,17.87,,,,,,,,,,
1996,17.4,,,,,,,,,,
1996,16.85,,,,,,,,,,
1996,16.57,,,,,,,,,,
1996,16.61,,,,,,,,,,
1996,16.34,,,,,,,,,,
1996,15.91,,,,,,,,,,
1996,15.24,,,,,,,,,,
1996,15.32,,,,,,,,,,
1996,17.11,,,,,,,,,,
1996,20.69,,,,,,,,,,
1996,23.28,,,,,,,,,,
1996,24.68,,,,,,,,,,
1996,25.93,,,,,,,,,,
1996,27.4,,,,,,,,,,
1996,28.88,,,,,,,,,,
1996,29.14,,,,,,,,,,
1996,28.75,,,,,,,,,,
1996,26.01,,,,,,,,,,
1996,23.29,,,,,,,,,,
1996,21.59,,,,,,,,,,
1996,20.38,,,,,,,,,,
1996,19.72,,,,,,,,,,
1996,19.36,,,,,,,,,,
1996,18.73,,,,,,,,,,
1996,18,,,,,,,,,,
1996,17.73,,,,,,,,,,
1996,17.35,,,,,,,,,,
1996,17.05,,,,,,,,,,
1996,17.07,,,,,,,,,,
1996,17.14,,,,,,,,,,
1996,17.39,,,,,,,,,,
1996,17.86,,,,,,,,,,
1996,18.77,,,,,,,,,,
1996,20.26,,,,,,,,,,
1996,22.31,,,,,,,,,,
1996,24.04,,,,,,,,,,
1996,25.14,,,,,,,,,,
1996,25.18,,,,,,,,,,
1996,25.09,,,,,,,,,,
1996,24.49,,,,,,,,,,
1996,23.51,,,,,,,,,,
1996,22.82,,,,,,,,,,
1996,21.94,,,,,,,,,,
1996,21.32,,,,,,,,,,
1996,20.63,,,,,,,,,,
1996,20.17,,,,,,,,,,
1996,19.62,,,,,,,,,,
1996,19.52,,,,,,,,,,
1996,19.5,,,,,,,,,,
1996,19.43,,,,,,,,,,
1996,19.47,,,,,,,,,,
1996,19.49,,,,,,,,,,
1996,19.45,,,,,,,,,,
1996,19.46,,,,,,,,,,
1996,19.4,,,,,,,,,,
1996,19.74,,,,,,,,,,
1996,20.63,,,,,,,,,,
1996,21.95,,,,,,,,,,
1996,23.95,,,,,,,,,,
1996,25.51,,,,,,,,,,
1996,26.59,,,,,,,,,,
1996,27.22,,,,,,,,,,
1996,28.9,,,,,,,,,,
1996,28.42,,,,,,,,,,
1996,26.7,,,,,,,,,,
1996,25.45,,,,,,,,,,
1996,23.69,,,,,,,,,,
1996,22.61,,,,,,,,,,
1996,21.92,,,,,,,,,,
1996,21.78,,,,,,,,,,
1996,20.68,,,,,,,,,,
1996,20.03,,,,,,,,,,
1996,19.46,,,,,,,,,,
1996,19.04,,,,,,,,,,
1996,18.74,,,,,,,,,,
1996,18.32,,,,,,,,,,
1996,17.94,,,,,,,,,,
1996,18.04,,,,,,,,,,
1996,18.14,,,,,,,,,,
1996,18.39,,,,,,,,,,
1996,19.98,,,,,,,,,,
1996,21.92,,,,,,,,,,
1996,23.93,,,,,,,,,,
1996,25.86,,,,,,,,,,
1996,26.43,,,,,,,,,,
1996,27.13,,,,,,,,,,
1996,27.19,,,,,,,,,,
1996,25.9,,,,,,,,,,
1996,25.1,,,,,,,,,,
1996,23.6,,,,,,,,,,
1996,22.32,,,,,,,,,,
1996,21.93,,,,,,,,,,
1996,19.57,,,,,,,,,,
1996,19.4,,,,,,,,,,
1996,20.14,,,,,,,,,,
1996,20.66,,,,,,,,,,
1996,21.33,,,,,,,,,,
1996,21.61,,,,,,,,,,
1996,21.57,,,,,,,,,,
1996,21.77,,,,,,,,,,
1996,22.04,,,,,,,,,,
1996,22.13,,,,,,,,,,
1996,22.41,,,,,,,,,,
1996,22.72,,,,,,,,,,
1996,23.05,,,,,,,,,,
1996,23.34,,,,,,,,,,
1996,23.15,,,,,,,,,,
1996,23.08,,,,,,,,,,
1996,22.09,,,,,,,,,,
1996,21.34,,,,,,,,,,
1996,21.16,,,,,,,,,,
1996,21.02,,,,,,,,,,
1996,21.1,,,,,,,,,,
1996,21.05,,,,,,,,,,
1996,21.17,,,,,,,,,,
1996,21.23,,,,,,,,,,
1996,21.28,,,,,,,,,,
1996,21.24,,,,,,,,,,
1996,21.08,,,,,,,,,,
1996,20.89,,,,,,,,,,
1996,20.76,,,,,,,,,,
1996,20.4,,,,,,,,,,
1996,20.03,,,,,,,,,,
1996,20.2,,,,,,,,,,
1996,20.37,,,,,,,,,,
1996,20.2,,,,,,,,,,
1996,19.8,,,,,,,,,,
1996,19.59,,,,,,,,,,
1996,19.55,,,,,,,,,,
1996,19.59,,,,,,,,,,
1996,19.72,,,,,,,,,,
1996,19.98,,,,,,,,,,
1996,20.09,,,,,,,,,,
1996,20.57,,,,,,,,,,
1996,20.96,,,,,,,,,,
1996,20.63,,,,,,,,,,
1996,20.89,,,,,,,,,,
1996,21.36,,,,,,,,,,
1996,21.18,,,,,,,,,,
1996,21.08,,,,,,,,,,
1996,21.25,,,,,,,,,,
1996,21.26,,,,,,,,,,
1996,20.03,,,,,,,,,,
1996,19.72,,,,,,,,,,
1996,19.49,,,,,,,,,,
1996,19.26,,,,,,,,,,
1996,19.34,,,,,,,,,,
1996,19.01,,,,,,,,,,
1996,18.57,,,,,,,,,,
1996,18.38,,,,,,,,,,
1996,18.16,,,,,,,,,,
1996,18.28,,,,,,,,,,
1996,19.68,,,,,,,,,,
1996,21.95,,,,,,,,,,
1996,23.88,,,,,,,,,,
1996,24.86,,,,,,,,,,
1996,25.99,,,,,,,,,,
1996,27.11,,,,,,,,,,
1996,27.72,,,,,,,,,,
1996,28.32,,,,,,,,,,
1996,28.21,,,,,,,,,,
1996,24.5,,,,,,,,,,
1996,22.58,,,,,,,,,,
1996,21.46,,,,,,,,,,
1996,21.31,,,,,,,,,,
1996,20.58,,,,,,,,,,
1996,20.05,,,,,,,,,,
1996,19.71,,,,,,,,,,
1996,19.62,,,,,,,,,,
1996,19.73,,,,,,,,,,
1996,19.95,,,,,,,,,,
1996,19.93,,,,,,,,,,
1996,19.75,,,,,,,,,,
1996,19.34,,,,,,,,,,
1996,19.2,,,,,,,,,,
1996,19.63,,,,,,,,,,
1996,21.26,,,,,,,,,,
1996,22.75,,,,,,,,,,
1996,24.44,,,,,,,,,,
1996,26.19,,,,,,,,,,
1996,26.9,,,,,,,,,,
1996,27.99,,,,,,,,,,
1996,27.78,,,,,,,,,,
1996,26.99,,,,,,,,,,
1996,26.97,,,,,,,,,,
1996,25.91,,,,,,,,,,
1996,23.54,,,,,,,,,,
1996,21.17,,,,,,,,,,
1996,20.19,,,,,,,,,,
1996,19.54,,,,,,,,,,
1996,18.87,,,,,,,,,,
1996,18.29,,,,,,,,,,
1996,18.02,,,,,,,,,,
1996,18.19,,,,,,,,,,
1996,18.36,,,,,,,,,,
1996,18.28,,,,,,,,,,
1996,18.15,,,,,,,,,,
1996,17.46,,,,,,,,,,
1996,16.82,,,,,,,,,,
1996,16.95,,,,,,,,,,
1996,18.14,,,,,,,,,,
1996,19.06,,,,,,,,,,
1996,19.78,,,,,,,,,,
1996,20.59,,,,,,,,,,
1996,21.33,,,,,,,,,,
1996,21.85,,,,,,,,,,
1996,22.08,,,,,,,,,,
1996,22.26,,,,,,,,,,
1996,21.91,,,,,,,,,,
1996,21.48,,,,,,,,,,
1996,20.44,,,,,,,,,,
1996,18.6,,,,,,,,,,
1996,17.84,,,,,,,,,,
1996,17.42,,,,,,,,,,
1996,16.86,,,,,,,,,,
1996,16.75,,,,,,,,,,
1996,16.58,,,,,,,,,,
1996,16.32,,,,,,,,,,
1996,16.22,,,,,,,,,,
1996,16.3,,,,,,,,,,
1996,16.46,,,,,,,,,,
1996,16.49,,,,,,,,,,
1996,16.25,,,,,,,,,,
1996,16.5,,,,,,,,,,
1996,17.79,,,,,,,,,,
1996,18.82,,,,,,,,,,
1996,20.27,,,,,,,,,,
1996,20.77,,,,,,,,,,
1996,21.66,,,,,,,,,,
1996,21.67,,,,,,,,,,
1996,21.09,,,,,,,,,,
1996,20.74,,,,,,,,,,
1996,19.93,,,,,,,,,,
1996,19.24,,,,,,,,,,
1996,19.05,,,,,,,,,,
1996,18.49,,,,,,,,,,
1996,18.3,,,,,,,,,,
1996,18.33,,,,,,,,,,
1996,17.89,,,,,,,,,,
1996,17.7,,,,,,,,,,
1996,17.42,,,,,,,,,,
1996,17.24,,,,,,,,,,
1996,17.17,,,,,,,,,,
1996,16.79,,,,,,,,,,
1996,16.8,,,,,,,,,,
1996,16.8,,,,,,,,,,
1996,16.3,,,,,,,,,,
1996,16.13,,,,,,,,,,
1996,16.38,,,,,,,,,,
1996,16.45,,,,,,,,,,
1996,16.69,,,,,,,,,,
1996,16.8,,,,,,,,,,
1996,16.7,,,,,,,,,,
1996,16.84,,,,,,,,,,
1996,16.76,,,,,,,,,,
1996,16.51,,,,,,,,,,
1996,16.97,,,,,,,,,,
1996,17.2,,,,,,,,,,
1996,16.84,,,,,,,,,,
1996,16.54,,,,,,,,,,
1996,16.4,,,,,,,,,,
1996,16.35,,,,,,,,,,
1996,15.92,,,,,,,,,,
1996,15.76,,,,,,,,,,
1996,15.78,,,,,,,,,,
1996,14.65,,,,,,,,,,
1996,14.76,,,,,,,,,,
1996,15.05,,,,,,,,,,
1996,14.63,,,,,,,,,,
1996,14.29,,,,,,,,,,
1996,14.36,,,,,,,,,,
1996,13.98,,,,,,,,,,
1996,13.89,,,,,,,,,,
1996,15.27,,,,,,,,,,
1996,16.7,,,,,,,,,,
1996,18.36,,,,,,,,,,
1996,19.27,,,,,,,,,,
1996,19.56,,,,,,,,,,
1996,20.09,,,,,,,,,,
1996,21.23,,,,,,,,,,
1996,20.17,,,,,,,,,,
1996,19.07,,,,,,,,,,
1996,17.34,,,,,,,,,,
1996,15.25,,,,,,,,,,
1996,15.23,,,,,,,,,,
1996,15.34,,,,,,,,,,
1996,15.01,,,,,,,,,,
1996,13.32,,,,,,,,,,
1996,11.47,,,,,,,,,,
1996,11.41,,,,,,,,,,
1996,12.27,,,,,,,,,,
1996,11.67,,,,,,,,,,
1996,10.76,,,,,,,,,,
1996,10.05,,,,,,,,,,
1996,9.31,,,,,,,,,,
1996,9.89,,,,,,,,,,
1996,11.58,,,,,,,,,,
1996,14.62,,,,,,,,,,
1996,17.53,,,,,,,,,,
1996,20.25,,,,,,,,,,
1996,21,,,,,,,,,,
1996,21.8,,,,,,,,,,
1996,22.68,,,,,,,,,,
1996,21.84,,,,,,,,,,
1996,21.15,,,,,,,,,,
1996,18.86,,,,,,,,,,
1996,16.92,,,,,,,,,,
1996,15.37,,,,,,,,,,
1996,15.18,,,,,,,,,,
1996,15.44,,,,,,,,,,
1996,16.42,,,,,,,,,,
1996,16.66,,,,,,,,,,
1996,15.53,,,,,,,,,,
1996,15.27,,,,,,,,,,
1996,15.42,,,,,,,,,,
1996,14.89,,,,,,,,,,
1996,13.26,,,,,,,,,,
1996,12.48,,,,,,,,,,
1996,12.17,,,,,,,,,,
1996,12.25,,,,,,,,,,
1996,13.95,,,,,,,,,,
1996,17.18,,,,,,,,,,
1996,18.16,,,,,,,,,,
1996,20.19,,,,,,,,,,
1996,21.32,,,,,,,,,,
1996,21.11,,,,,,,,,,
1996,20.8,,,,,,,,,,
1996,20.62,,,,,,,,,,
1996,20.34,,,,,,,,,,
1996,18.79,,,,,,,,,,
1996,17.69,,,,,,,,,,
1996,16.96,,,,,,,,,,
1996,16.55,,,,,,,,,,
1996,16.18,,,,,,,,,,
1996,16.03,,,,,,,,,,
1996,15.7,,,,,,,,,,
1996,15.51,,,,,,,,,,
1996,15.67,,,,,,,,,,
1996,15.54,,,,,,,,,,
1996,15.66,,,,,,,,,,
1996,15.72,,,,,,,,,,
1996,15.81,,,,,,,,,,
1996,15.48,,,,,,,,,,
1996,15.39,,,,,,,,,,
1996,15.4,,,,,,,,,,
1996,15.17,,,,,,,,,,
1996,15.07,,,,,,,,,,
1996,14.95,,,,,,,,,,
1996,14.72,,,,,,,,,,
1996,14.41,,,,,,,,,,
1996,14.27,,,,,,,,,,
1996,14.25,,,,,,,,,,
1996,14.25,,,,,,,,,,
1996,14.01,,,,,,,,,,
1996,13.8,,,,,,,,,,
1996,13.64,,,,,,,,,,
1996,13.5,,,,,,,,,,
1996,13.34,,,,,,,,,,
1996,13.13,,,,,,,,,,
1996,12.95,,,,,,,,,,
1996,12.81,,,,,,,,,,
1996,12.79,,,,,,,,,,
1996,12.48,,,,,,,,,,
1996,12.07,,,,,,,,,,
1996,12.03,,,,,,,,,,
1996,11.82,,,,,,,,,,
1996,11.34,,,,,,,,,,
1996,11.22,,,,,,,,,,
1996,11.53,,,,,,,,,,
1996,12.1,,,,,,,,,,
1996,13.16,,,,,,,,,,
1996,14.1,,,,,,,,,,
1996,15.1,,,,,,,,,,
1996,16.33,,,,,,,,,,
1996,17.08,,,,,,,,,,
1996,17.24,,,,,,,,,,
1996,15.93,,,,,,,,,,
1996,14.96,,,,,,,,,,
1996,14.21,,,,,,,,,,
1996,14.06,,,,,,,,,,
1996,13.69,,,,,,,,,,
1996,13.1,,,,,,,,,,
1996,12.36,,,,,,,,,,
1996,11.92,,,,,,,,,,
1996,11.5,,,,,,,,,,
1996,11.32,,,,,,,,,,
1996,11.03,,,,,,,,,,
1996,10.74,,,,,,,,,,
1996,10.52,,,,,,,,,,
1996,10.15,,,,,,,,,,
1996,9.92,,,,,,,,,,
1996,10.16,,,,,,,,,,
1996,11.58,,,,,,,,,,
1996,14.41,,,,,,,,,,
1996,17.25,,,,,,,,,,
1996,19.04,,,,,,,,,,
1996,20.79,,,,,,,,,,
1996,21.74,,,,,,,,,,
1996,21.88,,,,,,,,,,
1996,21.84,,,,,,,,,,
1996,21.73,,,,,,,,,,
1996,19.64,,,,,,,,,,
1996,15.89,,,,,,,,,,
1996,13.61,,,,,,,,,,
1996,12.47,,,,,,,,,,
1996,12.05,,,,,,,,,,
1996,11.66,,,,,,,,,,
1996,11.18,,,,,,,,,,
1996,11.02,,,,,,,,,,
1996,10.64,,,,,,,,,,
1996,10.19,,,,,,,,,,
1996,9.72,,,,,,,,,,
1996,9.65,,,,,,,,,,
1996,8.91,,,,,,,,,,
1996,8.81,,,,,,,,,,
1996,8.93,,,,,,,,,,
1996,10.5,,,,,,,,,,
1996,13.9,,,,,,,,,,
1996,17.61,,,,,,,,,,
1996,19.62,,,,,,,,,,
1996,21.46,,,,,,,,,,
1996,22.16,,,,,,,,,,
1996,22.91,,,,,,,,,,
1996,22.86,,,,,,,,,,
1996,19.53,,,,,,,,,,
1996,17.7,,,,,,,,,,
1996,15.86,,,,,,,,,,
1996,14.38,,,,,,,,,,
1996,13.5,,,,,,,,,,
1996,12.97,,,,,,,,,,
1996,12.7,,,,,,,,,,
1996,12.44,,,,,,,,,,
1996,12.03,,,,,,,,,,
1996,11.48,,,,,,,,,,
1996,11.28,,,,,,,,,,
1996,10.86,,,,,,,,,,
1996,10.3,,,,,,,,,,
1996,9.63,,,,,,,,,,
1996,9.36,,,,,,,,,,
1996,9.72,,,,,,,,,,
1996,11.82,,,,,,,,,,
1996,15.59,,,,,,,,,,
1996,18.77,,,,,,,,,,
1996,21.41,,,,,,,,,,
1996,22.91,,,,,,,,,,
1996,23.75,,,,,,,,,,
1996,24.13,,,,,,,,,,
1996,24.55,,,,,,,,,,
1996,21.53,,,,,,,,,,
1996,18.53,,,,,,,,,,
1996,16.94,,,,,,,,,,
1996,15.78,,,,,,,,,,
1996,15.86,,,,,,,,,,
1996,15.94,,,,,,,,,,
1996,16.37,,,,,,,,,,
1996,16.06,,,,,,,,,,
1996,16.55,,,,,,,,,,
1996,15.71,,,,,,,,,,
1996,14.13,,,,,,,,,,
1996,13.2,,,,,,,,,,
1996,13.36,,,,,,,,,,
1996,13.58,,,,,,,,,,
1996,13.42,,,,,,,,,,
1996,13.55,,,,,,,,,,
1996,14.8,,,,,,,,,,
1996,15.59,,,,,,,,,,
1996,16.19,,,,,,,,,,
1996,17.15,,,,,,,,,,
1996,17.81,,,,,,,,,,
1996,16.96,,,,,,,,,,
1996,16.81,,,,,,,,,,
1996,15.82,,,,,,,,,,
1996,15.62,,,,,,,,,,
1996,15.71,,,,,,,,,,
1996,15.79,,,,,,,,,,
1996,15.59,,,,,,,,,,
1996,15.38,,,,,,,,,,
1996,15.11,,,,,,,,,,
1996,14.2,,,,,,,,,,
1996,13.56,,,,,,,,,,
1996,13.31,,,,,,,,,,
1996,13.14,,,,,,,,,,
1996,12.8,,,,,,,,,,
1996,12.73,,,,,,,,,,
1996,12.3,,,,,,,,,,
1996,11.67,,,,,,,,,,
1996,11.55,,,,,,,,,,
1996,11.98,,,,,,,,,,
1996,12.75,,,,,,,,,,
1996,12.66,,,,,,,,,,
1996,12.87,,,,,,,,,,
1996,12.77,,,,,,,,,,
1996,13.61,,,,,,,,,,
1996,14.47,,,,,,,,,,
1996,16.13,,,,,,,,,,
1996,16.5,,,,,,,,,,
1996,16.3,,,,,,,,,,
1996,15.33,,,,,,,,,,
1996,14.55,,,,,,,,,,
1996,14.19,,,,,,,,,,
1996,13.45,,,,,,,,,,
1996,12.43,,,,,,,,,,
1996,10.37,,,,,,,,,,
1996,9.19,,,,,,,,,,
1996,8.4,,,,,,,,,,
1996,7.77,,,,,,,,,,
1996,7.459,,,,,,,,,,
1996,7.119,,,,,,,,,,
1996,7.137,,,,,,,,,,
1996,6.52,,,,,,,,,,
1996,6.22,,,,,,,,,,
1996,5.785,,,,,,,,,,
1996,7.471,,,,,,,,,,
1996,10.18,,,,,,,,,,
1996,12.8,,,,,,,,,,
1996,13.59,,,,,,,,,,
1996,13.99,,,,,,,,,,
1996,14.38,,,,,,,,,,
1996,14.16,,,,,,,,,,
1996,14.71,,,,,,,,,,
1996,13.54,,,,,,,,,,
1996,12.43,,,,,,,,,,
1996,11.92,,,,,,,,,,
1996,11.93,,,,,,,,,,
1996,12.07,,,,,,,,,,
1996,12.29,,,,,,,,,,
1996,12.59,,,,,,,,,,
1996,12.59,,,,,,,,,,
1996,12.22,,,,,,,,,,
1996,11.43,,,,,,,,,,
1996,11.42,,,,,,,,,,
1996,10.99,,,,,,,,,,
1996,10.49,,,,,,,,,,
1996,10.15,,,,,,,,,,
1996,10.21,,,,,,,,,,
1996,10.15,,,,,,,,,,
1996,11.33,,,,,,,,,,
1996,13.4,,,,,,,,,,
1996,15.26,,,,,,,,,,
1996,16.11,,,,,,,,,,
1996,16.99,,,,,,,,,,
1996,17.41,,,,,,,,,,
1996,17.2,,,,,,,,,,
1996,17.14,,,,,,,,,,
1996,16.42,,,,,,,,,,
1996,15.59,,,,,,,,,,
1996,14.1,,,,,,,,,,
1996,13.24,,,,,,,,,,
1996,13.1,,,,,,,,,,
1996,12.96,,,,,,,,,,
1996,12.87,,,,,,,,,,
1996,11.41,,,,,,,,,,
1996,9.66,,,,,,,,,,
1996,8.75,,,,,,,,,,
1996,8.44,,,,,,,,,,
1996,8.09,,,,,,,,,,
1996,7.658,,,,,,,,,,
1996,7.273,,,,,,,,,,
1996,7.177,,,,,,,,,,
1996,7.285,,,,,,,,,,
1996,8.21,,,,,,,,,,
1996,11.14,,,,,,,,,,
1996,12.78,,,,,,,,,,
1996,13.91,,,,,,,,,,
1996,15.61,,,,,,,,,,
1996,16.35,,,,,,,,,,
1996,16.62,,,,,,,,,,
1996,17.22,,,,,,,,,,
1996,16.75,,,,,,,,,,
1996,15.42,,,,,,,,,,
1996,12.63,,,,,,,,,,
1996,11.68,,,,,,,,,,
1996,10.78,,,,,,,,,,
1996,10.26,,,,,,,,,,
1996,11.34,,,,,,,,,,
1996,13.11,,,,,,,,,,
1996,14.06,,,,,,,,,,
1996,13.92,,,,,,,,,,
1996,13.65,,,,,,,,,,
1996,13.73,,,,,,,,,,
1996,13.38,,,,,,,,,,
1996,13.71,,,,,,,,,,
1996,13.84,,,,,,,,,,
1996,13.98,,,,,,,,,,
1996,14.17,,,,,,,,,,
1996,14.55,,,,,,,,,,
1996,15.58,,,,,,,,,,
1996,16.3,,,,,,,,,,
1996,17.09,,,,,,,,,,
1996,16.53,,,,,,,,,,
1996,17.84,,,,,,,,,,
1996,18.53,,,,,,,,,,
1996,17.59,,,,,,,,,,
1996,16.98,,,,,,,,,,
1996,16.17,,,,,,,,,,
1996,15.96,,,,,,,,,,
1996,16.14,,,,,,,,,,
1996,16.24,,,,,,,,,,
1996,16.36,,,,,,,,,,
1996,16.62,,,,,,,,,,
1996,16.94,,,,,,,,,,
1996,17.46,,,,,,,,,,
1996,17.87,,,,,,,,,,
1996,17.92,,,,,,,,,,
1996,17.87,,,,,,,,,,
1996,17.78,,,,,,,,,,
1996,17.95,,,,,,,,,,
1996,18.38,,,,,,,,,,
1996,18.98,,,,,,,,,,
1996,19.82,,,,,,,,,,
1996,20.81,,,,,,,,,,
1996,21.47,,,,,,,,,,
1996,22.85,,,,,,,,,,
1996,22.79,,,,,,,,,,
1996,22.55,,,,,,,,,,
1996,22.7,,,,,,,,,,
1996,22.06,,,,,,,,,,
1996,21.49,,,,,,,,,,
1996,21.38,,,,,,,,,,
1996,21.02,,,,,,,,,,
1996,19.92,,,,,,,,,,
1996,18.75,,,,,,,,,,
1996,14.57,,,,,,,,,,
1996,14.1,,,,,,,,,,
1996,13.83,,,,,,,,,,
1996,13.72,,,,,,,,,,
1996,13.56,,,,,,,,,,
1996,13.4,,,,,,,,,,
1996,13.2,,,,,,,,,,
1996,12.74,,,,,,,,,,
1996,12.28,,,,,,,,,,
1996,12.19,,,,,,,,,,
1996,12.64,,,,,,,,,,
1996,14.23,,,,,,,,,,
1996,15.05,,,,,,,,,,
1996,16.08,,,,,,,,,,
1996,17.06,,,,,,,,,,
1996,18.96,,,,,,,,,,
1996,19.1,,,,,,,,,,
1996,19.54,,,,,,,,,,
1996,17.78,,,,,,,,,,
1996,16.52,,,,,,,,,,
1996,14.36,,,,,,,,,,
1996,12.5,,,,,,,,,,
1996,11.57,,,,,,,,,,
1996,11.08,,,,,,,,,,
1996,10.99,,,,,,,,,,
1996,11.73,,,,,,,,,,
1996,11.96,,,,,,,,,,
1996,12.46,,,,,,,,,,
1996,12.53,,,,,,,,,,
1996,12.03,,,,,,,,,,
1996,11.73,,,,,,,,,,
1996,11.63,,,,,,,,,,
1996,11.63,,,,,,,,,,
1996,11.52,,,,,,,,,,
1996,12.43,,,,,,,,,,
1996,14.45,,,,,,,,,,
1996,16.54,,,,,,,,,,
1996,17.8,,,,,,,,,,
1996,18.92,,,,,,,,,,
1996,19.79,,,,,,,,,,
1996,20.65,,,,,,,,,,
1996,20.65,,,,,,,,,,
1996,19.11,,,,,,,,,,
1996,15.38,,,,,,,,,,
1996,12.86,,,,,,,,,,
